Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min
90,1053.0,0.0,2097.0,90.0,12.0,2097.0,0.8956540000000419,12.0,12.0,0.0,,,,3.4961886157592144,2.68015703632469,8.205818176269531,0.4578210711479187,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,18.211561,10.511366,37.096344,4.079514,,,,
91,1104.0,0.0,2148.0,91.0,51.0,2148.0,0.8906050000000441,51.0,51.0,0.0,,,,3.2834754410912015,2.6990239288918354,11.398317337036133,0.5788700580596924,0.00025,0.0,0.00025,0.00025,19.040607,9.4600525,52.098213,3.3740537000000006,14.447678,3.6390540000000002,17.797857,6.0840344
92,1157.0,0.0,2201.0,92.0,53.0,2201.0,0.8853580000000459,53.0,53.0,0.0,,,,4.091188751301676,3.325476575624497,21.326017379760746,0.6306761503219604,0.00025,0.0,0.00025,0.00025,21.37995,10.618053999999999,65.31551,6.127375,14.968438,3.3945065000000003,18.601143,7.377631699999999
93,1167.0,0.0,2211.0,93.0,10.0,2211.0,0.8843680000000465,10.0,10.0,1.0,,,,3.9297078490257262,2.1857870098755763,8.162135124206543,1.178413152694702,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,17.168127,7.831669000000001,34.137665000000005,5.7793565000000005,1.6535833,6.0390663,7.69265,-4.3854833
94,1219.0,0.0,2263.0,94.0,52.0,2263.0,0.8792200000000485,52.0,52.0,0.0,,,,4.118593547206658,3.5825390196636078,17.081512451171875,0.4359232783317566,0.00025,0.0,0.00025,0.00025,21.076271,11.708762,53.361404,5.3282003,17.514623999999998,1.4174986,19.243423,15.563116
95,1246.0,0.0,2290.0,95.0,27.0,2290.0,0.8765470000000496,27.0,27.0,0.0,,,,3.42768222755856,3.0029395300686472,11.972452163696287,0.5669164061546326,0.00025,0.0,0.00025,0.00025,18.572428,9.654048,51.683582,8.726398,9.269555,6.935169,18.18214,-0.9005835999999999
96,1294.0,0.0,2338.0,96.0,48.0,2338.0,0.8717950000000515,48.0,48.0,1.0,,,,3.4369754940271378,2.8419318406866436,13.647682189941404,0.530451774597168,0.00025,0.0,0.00025,0.00025,18.872938,11.063897,66.684845,5.3531713,12.11662,5.659867299999999,18.56989,1.1751011999999998
97,1313.0,0.0,2357.0,97.0,19.0,2357.0,0.8699140000000523,19.0,19.0,0.0,,,,4.615029021313316,2.819280261300374,9.878280639648438,0.9542338848114014,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,27.452763,12.0053005,58.634083,10.232725,13.040942,6.741689699999999,19.411175,0.7413116
98,1344.0,0.0,2388.0,98.0,31.0,2388.0,0.8668450000000535,31.0,31.0,1.0,,,,3.930449804952068,3.563905342961497,15.009683609008787,0.6601407527923584,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,24.582823,13.981055,80.18865,5.091593,15.417856,6.5624899999999995,20.606436,1.8675148000000001
99,1415.0,0.0,2459.0,99.0,71.0,2459.0,0.8598160000000563,71.0,71.0,0.0,,,,2.5709536226702405,2.140158026210492,9.56937026977539,0.4913737177848816,0.00025,0.0,0.00025,0.00025,19.01793,10.303765,46.754276000000004,5.326157599999999,18.024483,3.2646537,21.845955,9.127614999999999
