Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min
100,557.0,0.0,3254.0,3254.0,14.0,3254.0,0.9977962600000478,0.0,0.0,0.0,,,,1.073442041873932,0.0056833465799657895,1.0779823064804075,1.0639321804046629,5e-05,0.0,5e-05,5e-05,5.883308400000001,0.17811459999999998,6.186476,5.7333965,,,,
101,563.0,0.0,3278.0,3278.0,24.0,3278.0,0.9977725000000484,0.0,0.0,0.0,,,,40.20101797580718,32.211535880762256,94.73562622070312,1.0579949617385864,5e-05,0.0,5e-05,5e-05,23.844858,16.465923,54.790119999999995,5.6797943,,,,
102,569.0,0.0,3302.0,3302.0,24.0,3302.0,0.9977487400000488,0.0,0.0,0.0,,,,24.33159963289897,23.111605581562838,47.96379852294922,1.1760441064834597,5e-05,0.0,5e-05,5e-05,18.807146,9.710517,29.994537,8.085318,,,,
103,586.0,0.0,3372.0,3372.0,70.0,3372.0,0.9976794400000504,1.0,1.0,0.0,,,,22.691100401036877,30.99446951102596,91.37208557128906,1.3854520320892334,5e-05,0.0,5e-05,5e-05,26.380808000000002,18.384729999999998,74.03419,11.253150999999999,0.031071176927116532,0.0061769382941441724,0.038174799947300914,0.022765768411627512
104,592.0,0.0,3396.0,3396.0,24.0,3396.0,0.9976556800000508,0.0,0.0,0.0,,,,31.527894417444863,32.59370718394981,88.58882904052734,1.902348637580872,5e-05,0.0,5e-05,5e-05,32.56728,20.509514000000003,78.01057,19.995117,,,,
105,605.0,0.0,3448.0,3448.0,52.0,3448.0,0.997604200000052,1.0,1.0,0.0,,,,22.650079195316017,27.748351037497173,89.30216217041016,1.934159517288208,5.000000000000001e-05,6.776263578034403e-21,5e-05,5e-05,30.41321,12.912357,74.282,19.719676999999997,,,,
106,611.0,0.0,3472.0,3472.0,24.0,3472.0,0.9975804400000524,0.0,0.0,0.0,,,,38.8260669708252,30.28028331211967,90.8656234741211,2.3769142627716064,5e-05,0.0,5e-05,5e-05,36.664417,16.457473999999998,73.206215,26.294353000000005,,,,
107,617.0,0.0,3496.0,3496.0,24.0,3496.0,0.997556680000053,0.0,0.0,0.0,,,,16.970610857009888,20.438048156386987,46.23836135864258,2.46940016746521,5e-05,0.0,5e-05,5e-05,28.342416999999998,1.1508,30.589933000000002,27.224971999999998,,,,
108,649.0,0.0,3625.0,3625.0,129.0,3625.0,0.9974289700000558,3.0,3.0,0.0,,,,17.186084635555744,26.635058094417108,92.24525451660156,1.4042071104049685,5e-05,0.0,5e-05,5e-05,23.152328,13.519572,67.34228,11.282674,,,,
109,655.0,0.0,3649.0,3649.0,24.0,3649.0,0.9974052100000564,0.0,0.0,0.0,,,,28.468621063232426,22.002463940974216,46.57722473144531,1.5105141401290894,5e-05,0.0,5e-05,5e-05,25.293705,9.965330999999999,34.695675,12.630635,,,,
